,PanelA_A,PanelA_B,PanelB_A,PanelB_B,PanelC_A,PanelC_B,PanelD_A,PanelD_B,PanelE_A,PanelE_B,PanelF_A,PanelF_B,PanelF_C,PanelF_D,PanelG_A,PanelG_B,PanelG_C,PanelG_D,PanelH_A,PanelH_B,PanelH_C,PanelH_D,PanelH_E,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor1*Sensor1,Sensor1*Sensor2,Sensor1*Sensor3,Sensor1*Sensor4,Sensor1*Sensor5,Sensor1*Sensor6,Sensor1*Sensor7,Sensor1*Sensor8,Sensor2*Sensor2,Sensor2*Sensor3,Sensor2*Sensor4,Sensor2*Sensor5,Sensor2*Sensor6,Sensor2*Sensor7,Sensor2*Sensor8,Sensor3*Sensor3,Sensor3*Sensor4,Sensor3*Sensor5,Sensor3*Sensor6,Sensor3*Sensor7,Sensor3*Sensor8,Sensor4*Sensor4,Sensor4*Sensor5,Sensor4*Sensor6,Sensor4*Sensor7,Sensor4*Sensor8,Sensor5*Sensor5,Sensor5*Sensor6,Sensor5*Sensor7,Sensor5*Sensor8,Sensor6*Sensor6,Sensor6*Sensor7,Sensor6*Sensor8,Sensor7*Sensor7,Sensor7*Sensor8,Sensor8*Sensor8,Target
11,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.028045002581744184,0.013096403299897464,0.03012245867674506,0.013585230338529482,0.02600038909006727,0.023046861842389646,0.0,0.019613772430141306,0.0007865221698100379,0.00036728866435718744,0.0008447844313577977,0.00038099781991764875,0.0007291809791572898,0.0006463492998709192,0.0,0.0005500682984410559,0.0001715157793935652,0.000394495867215149,0.00017791765543538466,0.000340511581477775,0.0003018309974849527,0.0,0.0002568698739775405,0.0009073625167322138,0.00040922053948641763,0.0007831956459448444,0.0006942281434760346,0.0,0.0005908150495220131,0.00018455848335090187,0.0003532212746799528,0.0003130969267091293,0.0,0.0002664576162709688,0.000676020232834889,0.0005992273752071554,0.0,0.0005099657147077082,0.0005311578407821959,0.0,0.0004520359034055377,0.0,0.0,0.0003847000689413712,3
12,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.024756519337644334,0.013319637447054809,0.02237284486552894,0.012510140167854488,0.034667185453423024,0.02852334386434362,0.0,0.026868181411152475,0.0006128852497151578,0.000329747862028424,0.0005538737665515839,0.0003097075269821308,0.0008582388470593695,0.0007061387139519016,0.0,0.0006651626526725323,0.00017741274172098474,0.0002979981822680472,0.00016663053144765918,0.00046175434154940707,0.0003799205990507323,0.0,0.0003578744352582484,0.0005005441873770246,0.00027988742522143064,0.0007756035620739549,0.0006381483473230966,0.0,0.0006011176545306028,0.00015650360701936633,0.0004336913492473282,0.000356831029798851,0.0,0.0003361247155088599,0.001201813747262025,0.0009888240514969561,0.0,0.000931444227776636,0.0008135811452035889,0.0,0.0007663703773998673,0.0,0.0,0.0007218991723425994,5
13,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.02094782405492982,0.01212905532888231,0.01880974226023331,0.01954709401227264,0.008666796363355756,0.03194614512806485,0.004572305864677569,0.0,0.0004388113326362965,0.0002540773169819356,0.0003940231713859454,0.00040946908615425943,0.000181550525339482,0.000669202227375956,9.577985877858947e-05,0.0,0.00014711398317108836,0.00022814440459638564,0.00023708778479371895,0.00010512005261529795,0.00038747656180280267,5.54577508132473e-05,0.0,0.00035380640389640695,0.0003676758003073982,0.00016302020581664915,0.000600898756066908,8.600389484953828e-05,0.0,0.00038208888432462486,0.00016941068329973758,0.0006244543021479892,8.937529258971797e-05,0.0,7.511335920387656e-05,0.00027687073441914765,3.962724384013775e-05,0.0,0.0010205561885433818,0.00014606754672289167,0.0,2.090598092016489e-05,0.0,0.0,5
14,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.031333485825844026,0.012501112240811216,0.020123737112412467,0.029320641018408956,0.00988014785422556,0.011409337545737449,0.0047551980992646715,0.0,0.0009817873339983685,0.0003917034232047435,0.0006305468315747875,0.000918717889754978,0.0003095794727476199,0.0003574943162716344,0.00014899693224239004,0.0,0.00015627780725736002,0.00025156909634684645,0.0003665406243436637,0.00012351283728148383,0.00014262940925256542,5.944526516619981e-05,0.0,0.00040496479536948686,0.0005900408718218796,0.0001988254980502013,0.00022959850939719767,9.569235646704569e-05,0.0,0.0008596999897304058,0.0002896922684425512,0.0003345290904364228,0.00013942545643996003,0.0,9.761732162135795e-05,0.00011272594187065298,4.698206029686731e-05,0.0,0.00013017298323257423,5.425366021135977e-05,0.0,2.2611908963250345e-05,0.0,0.0,5
16,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.01585717767705774,0.01272434638796856,0.026747453494051773,0.01954709401227264,0.02600038909006727,0.022818675091474897,0.03164035658356878,0.0013434090705576238,0.00025145008388177827,0.0002017722214984453,0.0004241391224640178,0.0003099617428227587,0.0004122927894738303,0.0003618397852805692,0.0005017267561111137,2.130267632480324e-05,0.00016190899100100852,0.0003403438632543947,0.0002487239950903432,0.0003308379570039746,0.0002903527259784367,0.0004026028570081706,1.70940023545141e-05,0.0007154262684164624,0.0005228349880371202,0.0006954441980138253,0.0006103414508051024,0.0008462989662542207,3.593277163822736e-05,0.00038208888432462486,0.0005082320498992128,0.00044603878724856376,0.0006184770247208484,2.625974339912968e-05,0.000676020232834889,0.0005932944308981737,0.0008226615821212598,3.492915854162385e-05,0.0005206919329302969,0.0007219910166588647,3.0654815095994696e-05,0.0010011121647353842,4.2505942030043924e-05,1.8047479308564986e-06,2
17,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.020436901517004703,0.012575523623196997,0.013733798956007494,0.029320641018408956,0.032240482471683415,0.020194527455955284,0.0018289223458710275,0.01746431791724911,0.00041766694361574915,0.0002570047378120432,0.00028067629671826714,0.0005992230529086723,0.0006588955651345103,0.0004127135687998057,3.73775058648154e-05,0.00035691654533648076,0.00015814379439758574,0.0001727097132075105,0.0003687224137742807,0.0004054409489459235,0.00025395675708166603,2.2999656165493977e-05,0.00021962294253138876,0.00018861723376403252,0.00040268378900809544,0.0004427843045107836,0.00027734758009166334,2.5118051804342296e-05,0.0002398514311792988,0.0008596999897304058,0.0009453116128125357,0.0005921164900724683,5.362517555383078e-05,0.0005120649962830287,0.0010394487100069255,0.0006510813084676558,5.896533883412498e-05,0.0005630580356909765,0.0004078189391693318,3.693422252850261e-05,0.00035268364767941895,3.3449569472263826e-06,3.194088129425266e-05,0.0003050024003147483,0
18,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.021152193070099867,0.013914928506141056,0.03265639966980221,0.026779518796813517,0.023747022035594773,0.020764994333242158,0.0199352535699942,0.0,0.0004474152716747808,0.00029433125431853194,0.0006907544707900018,0.000566445551914568,0.0005023015949368166,0.00043922516923626775,0.00042167433241391495,0.0,0.00019362523533101697,0.00045441146667326616,0.00037263508948652064,0.0003304381138590575,0.0002889434115774888,0.0002773976281782626,0.0,0.0010664404393938578,0.000874522668793723,0.0007754922425619829,0.000678109954087534,0.0006510136081005819,0.0,0.0007171426269888885,0.000635933822970555,0.0005560765560627845,0.0005338564976969035,0.0,0.0005639210555590237,0.0004931067780005021,0.00047340290581182165,0.0,0.00043118498965957893,0.0004139554274126751,0.0,0.00039741433489996655,0.0,0.0,3
19,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.03232746239962562,0.012575523623196997,0.013435530185880937,0.025899899566261243,0.03293382618075187,0.018254940073179918,0.003109167987980747,0.0026868181411152476,0.001045064825199208,0.00040653476708450465,0.00043433659690310096,0.0008372780293823902,0.0010646670275340619,0.0005901358888231427,0.00010051151122556724,8.685801243153517e-05,0.00015814379439758574,0.00016895882724272205,0.00032570479883394795,0.0004141601091383089,0.0002295654301303196,3.909941548133976e-05,3.378814500482904e-05,0.00018051347137571785,0.00034797888243378753,0.0004424834157880476,0.00024526479839465635,4.177332035549003e-05,3.609882623892642e-05,0.0006708047975424194,0.0008529827904141786,0.00047280111448347756,8.05271386233359e-05,6.958832000769364e-05,0.0010846369069039774,0.0006012050233101492,0.00010239679808291594,8.848720163878042e-05,0.00033324283707539005,5.675767529803791e-05,4.904770415359151e-05,9.666925577484247e-06,8.353768953881465e-06,7.2189917234259945e-06,0
20,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.015875756678436836,0.011459352887410281,0.015386369168870848,0.019253887602088546,0.020280303490252467,0.019509967203211038,0.0018289223458710275,0.03197313587927145,0.00025203965011293177,0.00018192589813286822,0.000244270253089596,0.00030567003468472945,0.00032196516357610146,0.0003097354921224613,2.903552614680433e-05,0.0005075977254659121,0.00013131676859819835,0.00017631783396206068,0.0002206370924868664,0.0002323991543585814,0.0002235715990033963,2.0958266565006344e-05,0.0003663914469576905,0.0002367403562007794,0.0002962474225816799,0.0003120402363577644,0.00030018755786116773,2.8140474394768926e-05,0.0004919504721249405,0.00037071218779385906,0.00039047468393756503,0.00037564271565105917,3.521386528034888e-05,0.000615607164505797,0.00041129070965674637,0.00039566805596599194,3.709110023436893e-05,0.000648424899166705,0.00038063882027037033,3.568221498516354e-05,0.0006237948323883961,3.3449569472263826e-06,5.847638267717025e-05,0.001022281417954355,5
22,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.016721101241185667,0.013691694358983713,0.016122636223057124,0.029320641018408956,0.034667185453423024,0.022818675091474897,0.03657844691742055,0.0,0.00027959522671798086,0.00022894020753993737,0.0002695882325605455,0.0004902734069252774,0.0005796735177136455,0.00038155337639427336,0.0006116319141515248,0.0,0.00018746249441982643,0.00022074620742717772,0.0004014492552335364,0.0004746525075144743,0.000312426325029429,0.0005008209153196322,0.0,0.0002599393987810337,0.0004727260289666548,0.0005589264199427971,0.0003678971975919845,0.0005897409932539767,0.0,0.0008596999897304058,0.0010164640997984255,0.0006690581808728456,0.0010725035110766155,0.0,0.001201813747262025,0.0007910592411975648,0.001268071802884408,0.0,0.0005206919329302969,0.0008346716955593811,0.0,0.001337982778890553,0.0,0.0,0
24,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.020743455039759773,0.011905821181724969,0.012070480318995434,0.028245550847733964,0.020193635526618913,0.02635556973065351,0.025970697311368588,0.0,0.0004302909269865351,0.0002469678663945315,0.000250383465805387,0.000585910314083218,0.0004188857706357151,0.0005467055757550647,0.0005387219920295843,0.0,0.00014174857801121094,0.0001437089802554902,0.00033628647757244067,0.0002404218135888533,0.000313784700355644,0.00030920247815385983,0.0,0.00014569649513125613,0.00034093736560675763,0.00024374688019302058,0.00031812438572976495,0.00031347879076746215,0.0,0.0007978111426919248,0.0005703803590677215,0.0007444275849481718,0.0007335566514593692,0.0,0.00040778291578192553,0.0005322147692372067,0.000524442795877919,0.0,0.0006946160558273395,0.0006844725239434704,0.0,0.0006744771188387276,0.0,0.0,0
26,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.018811238896333876,0.011682587034567624,0.011103122145612007,0.023358777344665804,0.008666796363355756,0.011409337545737449,0.0,0.01988245424425283,0.00035386270881494455,0.00021976393563446432,0.00020886348317628262,0.0004394075409567799,0.00016303317685696279,0.00021462377422177878,0.0,0.0003740135966340674,0.00013648283982024755,0.0001297131908215475,0.0002728909493501447,0.00010125060282577779,0.00013329057888483793,0.0,0.00023227850216929214,0.00012327932138037978,0.0002593553580299789,9.62284986334849e-05,0.00012667926837084002,0.0,0.00022075731802848105,0.0005456324790376724,0.00020244576654318642,0.00026650817538101683,0.0,0.0004644298217570075,7.511335920387656e-05,9.88824051496956e-05,0.0,0.00017231718213867766,0.00013017298323257423,0.0,0.0002268456317103607,0.0,0.0,0.0003953119867748074,0
27,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.023790411265931385,0.012426700858425434,0.0303320529476448,0.029320641018408956,0.02600038909006727,0.03411391926175497,0.006584120445135699,0.004567590839895921,0.000565983668202155,0.0002956363241006437,0.0007216120141644762,0.0006975501084086863,0.0006185599495269358,0.0008115841691299292,0.0001566389332142055,0.00010866486457562492,0.00015442289422479142,0.00037692734840230336,0.0003643588349130466,0.0003230990574249342,0.00042392346977430646,8.181889518754424e-05,5.6760085011070786e-05,0.0009200334360187276,0.0008893552358292665,0.0007886451785392866,0.0010347452052992317,0.00019970988995552668,0.00013854440719890046,0.0008596999897304058,0.000762348074848819,0.0010002419804049042,0.0001930506319937908,0.00013392469133556136,0.000676020232834889,0.0008869751741927696,0.00017118969338939506,0.00011875913904152109,0.001163759487397537,0.00022461015327502942,0.00015581842513294104,4.3350642036053916e-05,3.007356823397327e-05,2.0862886080701123e-05,4
29,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.021774589616299557,0.011905821181724969,0.011981805819768621,0.025313486745893066,0.01629357716310882,0.021905928087815902,0.007681473852658315,0.0,0.0004741327529582605,0.0002592443702771078,0.0002608989045876514,0.0005511907856494596,0.00035478595610820496,0.00047699259427636095,0.0001672609407899703,0.0,0.00014174857801121094,0.00014265323752431675,0.00030137784668256794,0.00019398841611461125,0.0002608080626332625,9.145425410184587e-05,0.0,0.0001435636707026412,0.0003033012828105774,0.00019522647767778638,0.00026247257665002545,9.203792811218189e-05,0.0,0.0006407726112345039,0.0004124472495615411,0.0005545154203074144,0.0001944448865581904,0.0,0.00026548065677018133,0.0003569259296283413,0.00012515868694469107,0.0,0.00047986968538856167,0.00016826981382477122,0.0,5.900504054907338e-05,0.0,0.0,0
30,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.016721101241185667,0.013319637447054809,0.013972951393316174,0.029320641018408956,0.02600038909006727,0.022818675091474897,0.018289223458710275,0.026868181411152475,0.00027959522671798086,0.00022271900624809126,0.00023364313488580607,0.0004902734069252774,0.00043475513828523406,0.00038155337639427336,0.0003058159570757624,0.00044926558154242334,0.00017741274172098474,0.00018611464662429076,0.00039054030808045116,0.0003463157561620553,0.00030393647924058584,0.00024360582565819064,0.0003578744352582484,0.0001952433706399764,0.00040969589177110077,0.0003633021729628181,0.00031884423791305323,0.00025555443041005657,0.0003754277928848347,0.0008596999897304058,0.000762348074848819,0.0006690581808728456,0.0005362517555383078,0.0007877923019738903,0.000676020232834889,0.0005932944308981737,0.000475526926081653,0.000698583170832477,0.0005206919329302969,0.00041733584777969054,0.0006130963019198939,0.0003344956947226382,0.0004913981737577331,0.0007218991723425994,0
31,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.021672405108714533,0.013021991917511683,0.03209479450803238,0.018472003841597643,0.02600038909006727,0.022818675091474897,0.03511530904072373,0.025256090526483324,0.00046969314319623577,0.00028221788415871957,0.0006955713884590241,0.0004003327504248352,0.0005634909653441395,0.0004945355706265776,0.0007610332030482705,0.000547360225352314,0.0001695722734997396,0.00041793815467779604,0.00024054228472552926,0.0003385768565830149,0.0002971446026095113,0.0004572712705092293,0.00032888460670380925,0.0010300758345128257,0.0005928551674476611,0.000834477144974596,0.0007323606880064439,0.0011270186277480797,0.0008105890355237456,0.00034121492592399807,0.00048027928715475604,0.00042150665394989276,0.0006486501234991371,0.0004665306012289378,0.000676020232834889,0.0005932944308981737,0.0009130116980767737,0.0006566681805825283,0.0005206919329302969,0.0008012848277370058,0.0005763105238047002,0.0012330849290255335,0.0008868754239979567,0.0006378701086819207,3
33,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.017603603806692687,0.01205464394649653,0.019376721634077488,0.029320641018408956,0.033627169889820334,0.022818675091474897,0.018289223458710275,0.026868181411152475,0.0003098868669830053,0.0002122051760648713,0.000341100130718871,0.0005161489478463337,0.000591959375880743,0.0004016909157039711,0.0003219562436992054,0.0004729768205682734,0.00014531444067680544,0.00023357948014918057,0.0003534498877599614,0.0004053635599501331,0.00027507100355851904,0.00022047007685266416,0.0003238863604013198,0.00037545734128452657,0.0005681378991464247,0.0006515843102968807,0.00044215111530596676,0.0003543851918628689,0.0005206172720177968,0.0008596999897304058,0.0009859701768044726,0.0006690581808728456,0.0005362517555383078,0.0007877923019738903,0.0011307865547988392,0.0007673274639616379,0.0006150148243989379,0.0009035009009433369,0.0005206919329302969,0.00041733584777969054,0.0006130963019198939,0.0003344956947226382,0.0004913981737577331,0.0007218991723425994,6
