,PanelA_A,PanelA_B,PanelB_A,PanelB_B,PanelC_A,PanelC_B,PanelD_A,PanelD_B,PanelE_A,PanelE_B,PanelF_A,PanelF_B,PanelF_C,PanelF_D,PanelG_A,PanelG_B,PanelG_C,PanelG_D,PanelH_A,PanelH_B,PanelH_C,PanelH_D,PanelH_E,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Target
44,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.02693955199968802,0.012426700858425434,0.023928679261053947,0.018569739311659006,0.02600038909006727,0.013577111679427564,0.00018289223458710276,0.0,2
45,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.03527223411821221,0.011608175652181843,0.0214968482974095,0.025118015805770336,0.02132031905385516,0.017912659946807796,0.006584120445135699,0.0,2
46,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.017529287801176307,0.011831409799339188,0.011138054524095298,0.01954709401227264,0.009360140072424217,0.011409337545737449,0.0034749524571549523,0.041645681187286336,0
47,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0202604010039033,0.01198023256411075,0.01804122993360092,0.018276532901474917,0.029207103744508897,0.02920790411708787,0.02212996038503943,0.0072544089810111685,5
48,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.031389222829981314,0.012501112240811216,0.027548211093130274,0.027463667087243057,0.02054030738115314,0.011409337545737449,0.03621266244824634,0.0,3
50,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.018244579354271474,0.01346846021182637,0.02292101449711288,0.02853875725791805,0.028947099853608223,0.027040129983397755,0.02395888273091046,0.008329136237457267,5
51,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02392046427558505,0.012426700858425434,0.028152809951494915,0.029320641018408956,0.02600038909006727,0.017456286444978295,0.0032920602225678494,0.020151136058364355,4
52,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.02122650907561625,0.012426700858425434,0.022993566360116634,0.02023124230270218,0.015340229563139688,0.027724690236142,0.0007315689383484111,0.026868181411152475,2
53,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.020975692556998462,0.013766105741369494,0.032664460987913736,0.029320641018408956,0.019673627744817568,0.01779856657135042,0.01463137876696822,0.0,3
54,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.02824008209622468,0.012649935005582778,0.027628824274245557,0.02726819614712033,0.01846027625394776,0.01426167193217181,0.011887995248161679,0.027942908667598576,3
55,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.028379424606567897,0.013245226064669028,0.03240649880834482,0.02609537050638397,0.02600038909006727,0.024530075723335515,0.01609451664366504,0.01585222703257996,3
56,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.021050008562514846,0.012352289476039653,0.02530985176416251,0.01954709401227264,0.02600038909006727,0.022818675091474897,0.0,0.002955499955226772,2
57,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.018579001379095184,0.011905821181724969,0.013435530185880937,0.01954709401227264,0.02600038909006727,0.011409337545737449,0.0,0.0,1
58,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.020492638521141988,0.011905821181724969,0.022045017928993445,0.013292023928345395,0.02227366665382429,0.024758262474250264,0.040784968312923914,0.03439127220627517,2
59,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.016721101241185667,0.013319637447054809,0.02908523574639505,0.01954709401227264,0.01854694421758132,0.0335434523844681,0.018289223458710275,0.0026868181411152476,2
60,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.030664641776196603,0.012947580535125902,0.02277859787714254,0.01954709401227264,0.02600038909006727,0.023275048593304395,0.02212996038503943,0.0,6
61,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02372538476110455,0.012501112240811216,0.0295312953485663,0.029320641018408956,0.02600038909006727,0.01677172619223405,0.0025604912842194386,0.011821999820907089,4
62,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.017306339784627166,0.012426700858425434,0.033881720022754545,0.029320641018408956,0.02600038909006727,0.01300664480214069,0.016826085582013452,0.02418136327003723,4
63,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.019730899464599085,0.011905821181724969,0.012051670576735202,0.029320641018408956,0.014993557708605458,0.027838783611599374,0.024141774965497565,0.0,0
64,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.016721101241185667,0.012947580535125902,0.023262276963834254,0.029320641018408956,0.02600038909006727,0.022818675091474897,0.037310015855768965,0.023106636013591128,6
65,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0.018579001379095184,0.014733453712384647,0.03358882546470234,0.01954709401227264,0.02600038909006727,0.03422801263721235,0.018289223458710275,0.026868181411152475,2
66,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.034027441025812837,0.0113849415050245,0.016772915884053764,0.02238142264405217,0.024700369635563907,0.030120651120746866,0.0,0.02659949959704095,5
67,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.019703030962530444,0.014361396800455742,0.03185832917676088,0.01954709401227264,0.02600038909006727,0.03422801263721235,0.0133511331248585,0.026868181411152475,2
68,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.01952653044942904,0.01279875777035434,0.035746571612554824,0.029320641018408956,0.02600038909006727,0.018825406950466788,0.028165404126413825,0.024450045084148754,4
69,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02415270179282374,0.012352289476039653,0.030084839192224593,0.029320641018408956,0.02600038909006727,0.03171795837715011,0.0,0.0013434090705576238,4
70,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.03486349608787211,0.01205464394649653,0.0214968482974095,0.029027434608224868,0.02600038909006727,0.018711313575009415,0.0,0.0,2
71,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.04180275310296417,0.01212905532888231,0.020690716486256644,0.01954709401227264,0.02600038909006727,0.011409337545737449,0.0,0.0,6
72,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.017854420325310472,0.01272434638796856,0.020978236832234494,0.019156152132027184,0.02600038909006727,0.022818675091474897,0.030360110941459056,0.026868181411152475,6
73,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.03622905268923561,0.013319637447054809,0.024183954334585686,0.01954709401227264,0.008666796363355756,0.022818675091474897,0.0,0.0,6
74,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.023808990267310478,0.013691694358983713,0.025847272971597748,0.012901082048099942,0.01976029570845112,0.022818675091474897,0.0331034944602656,0.0521242719376358,6
75,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.019507951448049943,0.01131053012263872,0.011285845356139987,0.029320641018408956,0.008666796363355756,0.011409337545737449,0.0,0.0,0
76,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0167861277460125,0.013319637447054809,0.013972951393316174,0.029320641018408956,0.02600038909006727,0.022818675091474897,0.015545839939903734,0.026868181411152475,0
77,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.021347272584580367,0.012649935005582778,0.02552750735317378,0.01954709401227264,0.02600038909006727,0.023046861842389646,0.0331034944602656,0.02874895410993315,2
78,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.031983750874112364,0.012575523623196997,0.022692610483952904,0.020817655123070357,0.02331368221742698,0.02977837099437474,0.02139839144669102,0.0077917726092342175,6
79,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.018532553875647447,0.0113849415050245,0.010579136468362648,0.014855791449327204,0.02600038909006727,0.02259048834056015,0.042248106189620736,0.01934509061602978,0
80,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.017817262322552284,0.012203466711268091,0.01880974226023331,0.01954709401227264,0.008926800254256429,0.024187795596963393,0.009693288433116447,0.0,5
81,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.019768057467357276,0.013096403299897464,0.03598034983778915,0.029320641018408956,0.02600038909006727,0.03297298550718123,0.025787805076781484,0.021763226943033506,4
84,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02415270179282374,0.01212905532888231,0.029985416268849076,0.029320641018408956,0.02600038909006727,0.02909381074163049,0.0,0.006717045352788119,4
85,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.029196900667248084,0.013766105741369494,0.026602349768044254,0.02697498973693624,0.022447002581091408,0.02909381074163049,0.026153589545955692,0.013971454333799288,6
86,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.018606869881163828,0.01198023256411075,0.027725560091583903,0.02912517007828623,0.00962014396332489,0.01631535269040455,0.0,0.04540722658484768,3
87,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.015792151172230907,0.011608175652181843,0.013704240789598556,0.029320641018408956,0.02600038909006727,0.011409337545737449,0.0,0.05373636282230495,1
88,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.029391980181728585,0.012501112240811216,0.02418126722854851,0.028636492727979416,0.018373608290314203,0.023275048593304395,0.010607749606051958,0.0,2
89,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02372538476110455,0.013319637447054809,0.031017264987124732,0.019449358542211276,0.02600038909006727,0.024415982347878142,0.02048393027375551,0.0,3
90,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.017650051310140427,0.012277878093653872,0.01504779380818665,0.029320641018408956,0.02600038909006727,0.03422801263721235,0.018289223458710275,0.05373636282230495,1
91,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.025954864926595975,0.012575523623196997,0.026793134296683764,0.027072725206997602,0.021233651090221604,0.011409337545737449,0.015728732174490837,0.0013434090705576238,3
92,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02415270179282374,0.01212905532888231,0.029773134891912155,0.029320641018408956,0.02600038909006727,0.030805211373491112,0.0,0.006448363538676594,4
93,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.021365851585959463,0.011012884593095596,0.016122636223057124,0.01954709401227264,0.008666796363355756,0.011409337545737449,0.0,0.0,6
94,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.022294801654914223,0.011905821181724969,0.026927489598542572,0.029320641018408956,0.008840132290622872,0.011409337545737449,0.004206521395503363,0.045944590213070735,3
95,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.022517749671463364,0.01205464394649653,0.026865686159687523,0.028734228198040775,0.03458051748978947,0.011523430921194823,0.035846877979072135,0.018539045173695208,3
96,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.016795417246702044,0.01205464394649653,0.022141753746331785,0.022870099994358985,0.02600038909006727,0.018939500325924164,0.01847211569329738,0.014777499776133863,2
97,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.018894844402539804,0.012649935005582778,0.026486804208445677,0.01954709401227264,0.02071364330842026,0.022818675091474897,0.0,0.04863140835418598,2
98,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02372538476110455,0.012426700858425434,0.028147435739420565,0.029320641018408956,0.02600038909006727,0.016087165939489802,0.0025604912842194386,0.020151136058364355,4
99,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.019582267453566324,0.013319637447054809,0.015743754271815284,0.024727073925524885,0.028167088180906207,0.027268316734312504,0.03621266244824634,0.04486986295662463,0
100,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.021365851585959463,0.01212905532888231,0.01477908320446903,0.029320641018408956,0.02600038909006727,0.022818675091474897,0.03657844691742055,0.026868181411152475,1
101,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.022276222653535127,0.013691694358983713,0.03250860883775752,0.02541122221595443,0.024700369635563907,0.02293276846693227,0.027799619657239618,0.008060454423345742,3
102,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.016925470256355712,0.01339404882944059,0.037933875926816234,0.029320641018408956,0.02600038909006727,0.027610596860684625,0.03657844691742055,0.023912681455925705,4
103,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.016033678190159148,0.011905821181724969,0.017466189241645218,0.026877254266874876,0.01993363163571824,0.022818675091474897,0.010059072902290652,0.04352645388606701,5
104,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.022434144165257436,0.013542871594212151,0.03246292803512552,0.02179500982368399,0.02600038909006727,0.02692603660794038,0.035481093509897935,0.018270363359583684,3
105,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02131011458182218,0.013542871594212151,0.02501427010007313,0.01837426837153628,0.010746827490561137,0.022818675091474897,0.0,0.041376999373174815,6
106,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.017650051310140427,0.013096403299897464,0.021373241419699398,0.01954709401227264,0.00996681581785912,0.03422801263721235,0.0331034944602656,0.04540722658484768,5
107,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.02415270179282374,0.013021991917511683,0.0214968482974095,0.029320641018408956,0.008666796363355756,0.022818675091474897,0.03657844691742055,0.0,5
108,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.03617331568509832,0.011533764269796062,0.016931455140247156,0.028050079907611235,0.02600038909006727,0.033885732510840226,0.039504722670814195,0.008329136237457267,5
109,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02414341229213419,0.011756998416953407,0.027408481579197112,0.029320641018408956,0.02600038909006727,0.011409337545737449,0.00018289223458710276,0.026868181411152475,4
110,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.017650051310140427,0.013617282976597932,0.022034269504844738,0.029320641018408956,0.02600038909006727,0.022818675091474897,0.03657844691742055,0.0,1
111,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.018579001379095184,0.011756998416953407,0.014376017298892603,0.01954709401227264,0.008666796363355756,0.022818675091474897,0.018289223458710275,0.026868181411152475,1
112,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02415270179282374,0.01205464394649653,0.02996929363262602,0.029320641018408956,0.02600038909006727,0.02977837099437474,0.0,0.004567590839895921,4
113,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.022294801654914223,0.01205464394649653,0.015585215015621887,0.029320641018408956,0.02600038909006727,0.022818675091474897,0.018289223458710275,0.026868181411152475,1
114,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.029104005660352605,0.012947580535125902,0.0221739990187779,0.02247915811411353,0.02660706483550217,0.01985224732958316,0.0016460301112839247,0.0,6
115,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.02415270179282374,0.012352289476039653,0.030092900510336123,0.029320641018408956,0.02600038909006727,0.03297298550718123,0.0,0.0005373636282230495,4
